CustomerID,JoinDate,Region,Age,TotalSpend,NumPurchases,Email,Satisfaction,DiscountUsed,Churn
1039,2020-01-29 11:37:18.519259630,East,62,1330.6129216703823,3,user39@daum.net,4,0,0
1040,2020-01-30 05:09:02.071035518,West,36,181.75034421848915,7,user40@daum.net,4,0,0
1041,2020-01-30 22:40:45.622811406,South,47,1377.957880352757,14,user41@naver.com,4,0,0
1042,2020-01-31 16:12:29.174587293,North,48,710.4420054698307,11,user42@gmail.com,3,0,0
1043,2020-02-01 09:44:12.726363181,South,55,1958.7978219420627,30,user43@gmail.com,1,1,0
1044,2020-02-02 03:15:56.278139069,South,18,1092.6492124948732,38,user44@yahoo.com,1,1,1
1045,2020-02-02 20:47:39.829914957,East,24,383.23517704023584,28,user45@yahoo.com,3,1,1
1046,2020-02-03 14:19:23.381690845,North,34,824.8762120201832,25,user46@gmail.com,4,0,0
1047,2020-02-04 07:51:06.933466733,East,46,477.7064131197863,32,user47@daum.net,4,0,1
1048,2020-02-05 01:22:50.485242621,West,65,739.9650280336343,15,user48@gmail.com,5,1,0
1049,2020-02-05 18:54:34.037018509,West,60,4332.91478509311,8,user49@yahoo.com,5,0,0
1050,2020-02-06 12:26:17.588794397,West,62,2162.7021054811075,3,user50@yahoo.com,1,0,0
1051,2020-02-07 05:58:01.140570285,North,35,327.0802172046564,27,user51@daum.net,3,0,0
1052,2020-02-07 23:29:44.692346173,North,46,219.6632587649832,45,user52@daum.net,2,0,0
1053,2020-02-08 17:01:28.244122061,West,55,248.62675691954115,10,user53@gmail.com,5,0,0
1054,2020-02-09 10:33:11.795897949,North,39,610.95897666467,12,user54@naver.com,4,0,1
1055,2020-02-10 04:04:55.347673837,South,48,105.3607183922778,29,user55@yahoo.com,3,0,1
1056,2020-02-10 21:36:38.899449725,West,67,2315.795307757641,12,user56@gmail.com,1,0,1
1057,2020-02-11 15:08:22.451225613,East,39,1183.827007315442,30,user57@yahoo.com,1,0,1
1058,2020-02-12 08:40:06.003001501,South,56,2614.494019247904,48,user58@yahoo.com,2,1,1
1059,2020-02-13 02:11:49.554777389,West,26,825.4311887121506,6,user59@naver.com,1,0,0
1060,2020-02-13 19:43:33.106553276,South,54,225.20732435145703,49,user60@daum.net,3,0,0
1061,2020-02-14 13:15:16.658329164,North,40,904.7534144607871,25,user61@gmail.com,3,0,1
1062,2020-02-15 06:47:00.210105052,South,66,2248.3380750349397,16,user62@naver.com,5,0,0
1063,2020-02-16 00:18:43.761880940,East,58,614.8047495359558,35,user63@yahoo.com,3,0,0
1064,2020-02-16 17:50:27.313656828,South,46,462.066778797468,47,user64@yahoo.com,1,0,1
1065,2020-02-17 11:22:10.865432716,South,43,1488.0482772261996,16,user65@yahoo.com,3,1,0
1066,2020-02-18 04:53:54.417208604,North,38,4180.738245209654,14,user66@daum.net,2,0,0
1067,2020-02-18 22:25:37.968984492,East,47,895.2970169887952,46,user67@yahoo.com,5,1,1
1068,2020-02-19 15:57:21.520760380,West,24,532.8086436330511,10,user68@naver.com,4,1,1
1069,2020-02-20 09:29:05.072536268,North,67,117.04432323201213,42,user69@gmail.com,5,0,0
1070,2020-02-21 03:00:48.624312156,West,55,2295.6657681002343,23,user70@yahoo.com,3,1,0
1071,2020-02-21 20:32:32.176088044,West,57,2751.4014525089888,48,user71@daum.net,2,0,1
1072,2020-02-22 14:04:15.727863932,West,48,1676.3981384233984,25,user72@yahoo.com,3,1,0
1073,2020-02-23 07:35:59.279639820,South,31,795.4766264743041,23,user73@gmail.com,5,0,0
1074,2020-02-24 01:07:42.831415708,East,67,7455.775546654074,31,user74@yahoo.com,3,0,0
1075,2020-02-24 18:39:26.383191596,North,67,2802.229738853849,17,user75@daum.net,5,0,0
1076,2020-02-25 12:11:09.934967484,North,23,1592.947437291098,16,user76@naver.com,4,0,0
1077,2020-02-26 05:42:53.486743372,East,62,639.9802122580625,26,user77@gmail.com,3,0,0
1078,2020-02-26 23:14:37.038519260,North,68,2152.464633329291,24,user78@naver.com,2,0,1
1079,2020-02-27 16:46:20.590295148,East,26,395.88933486266,17,user79@naver.com,2,1,1
1080,2020-02-28 10:18:04.142071036,West,33,189.78310492721624,47,user80@yahoo.com,5,0,0
1081,2020-02-29 03:49:47.693846924,East,44,1033.9689591039664,37,user81@gmail.com,5,0,0
1082,2020-02-29 21:21:31.245622812,South,39,870.5582227735146,38,user82@naver.com,1,1,1
1083,2020-03-01 14:53:14.797398699,West,34,1924.1150892954217,33,user83@gmail.com,4,1,0
1084,2020-03-02 08:24:58.349174587,South,30,1260.733380893437,48,user84@gmail.com,1,1,1
1085,2020-03-03 01:56:41.900950475,North,28,432.88470913418655,4,user85@gmail.com,5,0,0
1086,2020-03-03 19:28:25.452726363,West,42,432.5546819801086,5,user86@daum.net,2,1,1
1087,2020-03-04 13:00:09.004502251,West,51,424.4667534020579,27,user87@daum.net,4,0,0
1088,2020-03-05 06:31:52.556278139,North,52,,15,user88@gmail.com,1,0,0
1089,2020-03-06 00:03:36.108054027,South,63,1665.9729238419525,25,user89@yahoo.com,2,1,0
1090,2020-03-06 17:35:19.659829915,West,66,273.1445122075892,4,user90@daum.net,3,1,1
1091,2020-03-07 11:07:03.211605803,West,68,756.8920170581471,18,user91@daum.net,4,0,0
1092,2020-03-08 04:38:46.763381691,South,51,968.0963409496468,5,user92@yahoo.com,1,0,0
1093,2020-03-08 22:10:30.315157579,South,59,863.8528164477941,34,user93@naver.com,4,0,0
1094,2020-03-09 15:42:13.866933467,East,58,595.7579409422972,48,user94@naver.com,3,1,0
1095,2020-03-10 09:13:57.418709355,West,39,1077.0680194023623,28,user95@daum.net,5,1,0
1096,2020-03-11 02:45:40.970485243,West,54,965.8477095311137,11,user96@naver.com,1,1,1
1097,2020-03-11 20:17:24.522261131,West,36,263.30536660477156,38,user97@gmail.com,4,0,1
1098,2020-03-12 13:49:08.074037019,South,34,1207.8336936115336,46,user98@naver.com,1,0,0
1099,2020-03-13 07:20:51.625812907,West,51,151.730548278043,27,user99@yahoo.com,3,1,1
1100,2020-03-14 00:52:35.177588795,East,36,,13,user100@naver.com,2,0,1
1101,2020-03-14 18:24:18.729364682,West,40,473.4864284260277,32,user101@daum.net,4,0,0
1102,2020-03-15 11:56:02.281140570,South,58,286.8440967730703,25,user102@daum.net,2,0,1
1103,2020-03-16 05:27:45.832916458,West,45,525.717029839776,16,user103@gmail.com,3,0,0
1104,2020-03-16 22:59:29.384692346,North,53,187.0349174125929,38,user104@daum.net,2,0,0
1105,2020-03-17 16:31:12.936468234,West,47,455.17144892066716,28,user105@yahoo.com,1,0,1
1106,2020-03-18 10:02:56.488244122,East,25,458.35224484563366,35,user106@daum.net,5,0,1
1107,2020-03-19 03:34:40.040020010,East,52,105.78938515039594,35,user107@yahoo.com,2,0,1
1108,2020-03-19 21:06:23.591795898,South,58,180.0392671454204,18,user108@daum.net,1,1,1
1109,2020-03-20 14:38:07.143571786,East,60,1260.933852300433,10,user109@yahoo.com,5,0,0
1110,2020-03-21 08:09:50.695347674,South,44,3239.5797115575565,43,user110@yahoo.com,5,0,0
1111,2020-03-22 01:41:34.247123562,West,61,983.4545111044733,47,user111@gmail.com,5,1,0
1112,2020-03-22 19:13:17.798899450,South,45,1554.9309325108507,27,user112@gmail.com,3,0,1
1113,2020-03-23 12:45:01.350675338,North,69,5141.452202137071,39,user113@yahoo.com,4,1,0
1114,2020-03-24 06:16:44.902451226,North,34,1137.9644328723844,14,user114@daum.net,3,0,0
1115,2020-03-24 23:48:28.454227114,South,55,2519.06787928767,4,user115@yahoo.com,4,0,0
1116,2020-03-25 17:20:12.006003002,East,33,762.7086515664403,6,user116@yahoo.com,1,0,1
1117,2020-03-26 10:51:55.557778890,South,57,330.88611669598123,30,user117@naver.com,1,1,1
1118,2020-03-27 04:23:39.109554778,South,47,481.50466619996064,24,user118@daum.net,2,1,1
1119,2020-03-27 21:55:22.661330665,West,40,239.47661607123803,27,user119@daum.net,2,0,1
1120,2020-03-28 15:27:06.213106553,East,66,202.7953601004669,8,user120@gmail.com,2,1,0
1121,2020-03-29 08:58:49.764882441,South,26,672.8770987575414,25,user121@gmail.com,3,0,0
1122,2020-03-30 02:30:33.316658329,East,52,3118.8280425198236,30,user122@yahoo.com,5,0,0
1123,2020-03-30 20:02:16.868434217,East,49,1007.8085254206605,35,user123@daum.net,2,0,0
1124,2020-03-31 13:34:00.420210105,North,53,2962.631879987854,41,user124@daum.net,1,0,0
1125,2020-04-01 07:05:43.971985993,North,39,2736.878830946447,5,user125@yahoo.com,4,0,1
1126,2020-04-02 00:37:27.523761881,North,24,1404.9514657668803,21,user126@gmail.com,5,1,0
1127,2020-04-02 18:09:11.075537769,East,48,2495.939014925142,29,user127@daum.net,2,0,0
1128,2020-04-03 11:40:54.627313657,East,43,271.36235849602065,46,user128@gmail.com,4,1,1
1129,2020-04-04 05:12:38.179089545,West,53,1274.3416482315845,40,user129@naver.com,5,0,0
1130,2020-04-04 22:44:21.730865433,East,31,242.22476900559707,7,user130@naver.com,4,0,0
1131,2020-04-05 16:16:05.282641321,North,68,173.69779785426363,25,user131@daum.net,4,0,0
1132,2020-04-06 09:47:48.834417209,North,35,316.20957869901747,46,user132@daum.net,1,0,1
1133,2020-04-07 03:19:32.386193097,North,27,1981.7339114296778,4,user133@yahoo.com,1,1,1
1134,2020-04-07 20:51:15.937968985,South,64,783.0254788691846,43,user134@gmail.com,4,1,0
1135,2020-04-08 14:22:59.489744873,West,65,105.24648112762488,5,user135@daum.net,5,0,1
1136,2020-04-09 07:54:43.041520761,West,58,468.9067782487112,3,user136@gmail.com,1,0,1
1137,2020-04-10 01:26:26.593296649,North,36,1743.4633522239922,3,user137@naver.com,1,0,0
1138,2020-04-10 18:58:10.145072536,West,21,249.49150730796882,41,user138@gmail.com,4,1,0
1139,2020-04-11 12:29:53.696848424,East,33,303.76480588133336,38,user139@yahoo.com,1,0,1
1140,2020-04-12 06:01:37.248624312,North,33,7170.397837052205,22,user140@gmail.com,3,0,0
1141,2020-04-12 23:33:20.800400200,West,44,615.4160750179187,49,user141@gmail.com,5,1,0
1142,2020-04-13 17:05:04.352176088,North,38,355.6705844995985,43,user142@naver.com,4,0,0
1143,2020-04-14 10:36:47.903951976,East,65,580.6323561290369,10,user143@gmail.com,1,0,0
1144,2020-04-15 04:08:31.455727864,East,61,1110.5800716684166,45,user144@daum.net,1,0,1
1145,2020-04-15 21:40:15.007503752,East,19,817.1203700825323,35,user145@daum.net,4,0,0
1146,2020-04-16 15:11:58.559279640,West,41,341.51249865331056,42,user146@gmail.com,3,0,0
1147,2020-04-17 08:43:42.111055528,North,19,353.74479720588096,4,user147@naver.com,4,1,0
1148,2020-04-18 02:15:25.662831416,North,48,372.2927765815225,48,user148@yahoo.com,3,0,1
1149,2020-04-18 19:47:09.214607304,South,59,399.78090546716345,10,user149@gmail.com,2,0,1
1150,2020-04-19 13:18:52.766383192,East,37,1674.9620142319957,35,user150@yahoo.com,3,0,0
1151,2020-04-20 06:50:36.318159080,West,38,594.1852594633699,33,user151@gmail.com,4,0,0
1152,2020-04-21 00:22:19.869934968,West,58,3742.3202058946085,20,user152@naver.com,3,1,0
1153,2020-04-21 17:54:03.421710856,North,47,,24,user153@daum.net,4,1,0
1154,2020-04-22 11:25:46.973486744,East,36,372.5486947111867,7,user154@gmail.com,2,1,1
1155,2020-04-23 04:57:30.525262632,North,18,397.99834505202085,41,user155@gmail.com,2,0,1
1156,2020-04-23 22:29:14.077038520,West,35,506.2568554376934,42,user156@gmail.com,3,0,0
1157,2020-04-24 16:00:57.628814408,West,30,808.1309156469634,2,user157@naver.com,1,1,0
1158,2020-04-25 09:32:41.180590296,West,60,479.99715136125934,15,user158@gmail.com,5,1,1
1159,2020-04-26 03:04:24.732366184,West,25,267.713735698095,30,user159@gmail.com,3,0,1
1160,2020-04-26 20:36:08.284142072,South,58,1391.9139381312336,37,user160@daum.net,3,0,0
1161,2020-04-27 14:07:51.835917960,North,56,1785.8334461314755,5,user161@gmail.com,2,0,0
1162,2020-04-28 07:39:35.387693848,South,57,202.6211972813018,10,user162@yahoo.com,2,0,1
1163,2020-04-29 01:11:18.939469736,North,54,1606.536244052764,24,user163@gmail.com,3,1,0
1164,2020-04-29 18:43:02.491245624,West,53,2370.0974069427302,8,user164@gmail.com,4,1,0
1165,2020-04-30 12:14:46.043021510,East,24,1823.4761754848985,9,user165@gmail.com,4,0,1
1166,2020-05-01 05:46:29.594797398,East,31,,8,user166@daum.net,5,0,0
1167,2020-05-01 23:18:13.146573286,North,31,591.883815827518,18,user167@daum.net,2,0,0
1168,2020-05-02 16:49:56.698349174,North,46,2125.103330042357,17,user168@yahoo.com,4,1,0
1169,2020-05-03 10:21:40.250125062,East,18,1581.070208843404,49,user169@daum.net,2,0,1
1170,2020-05-04 03:53:23.801900950,East,51,3665.8632609555293,7,user170@gmail.com,5,1,0
1171,2020-05-04 21:25:07.353676838,East,58,,16,user171@daum.net,5,1,0
1172,2020-05-05 14:56:50.905452726,South,19,1139.809190496037,18,user172@daum.net,2,0,1
1173,2020-05-06 08:28:34.457228614,South,33,541.2398887560419,11,user173@yahoo.com,2,0,1
1174,2020-05-07 02:00:18.009004502,South,63,2090.503471391231,42,user174@daum.net,5,0,0
1175,2020-05-07 19:32:01.560780390,West,35,108.77200787482828,35,user175@gmail.com,4,0,1
1176,2020-05-08 13:03:45.112556278,East,67,853.9692056582713,13,user176@daum.net,5,1,0
1177,2020-05-09 06:35:28.664332166,West,45,2650.1353983148006,41,user177@gmail.com,5,1,1
1178,2020-05-10 00:07:12.216108054,North,57,1206.6735227223712,10,user178@daum.net,2,0,0
1179,2020-05-10 17:38:55.767883942,West,63,392.4029679834743,46,user179@yahoo.com,3,0,0
1180,2020-05-11 11:10:39.319659830,North,18,575.4954131764698,36,user180@yahoo.com,3,1,0
1181,2020-05-12 04:42:22.871435718,East,50,1027.1863884107065,48,user181@gmail.com,5,1,1
1182,2020-05-12 22:14:06.423211606,North,45,377.0479451200605,1,user182@daum.net,1,1,1
1183,2020-05-13 15:45:49.974987494,East,26,3026.4821956792803,4,user183@yahoo.com,2,0,1
1184,2020-05-14 09:17:33.526763382,North,31,165.25775359894635,27,user184@naver.com,1,1,1
1185,2020-05-15 02:49:17.078539270,South,53,130.8197048113226,45,user185@yahoo.com,4,1,0
1186,2020-05-15 20:21:00.630315158,East,25,1715.858587938409,1,user186@yahoo.com,3,1,0
1187,2020-05-16 13:52:44.182091046,West,48,469.36794951314107,36,user187@gmail.com,4,1,1
1188,2020-05-17 07:24:27.733866934,South,44,161.59007250932942,36,user188@daum.net,5,1,0
1189,2020-05-18 00:56:11.285642822,North,28,162.54275855312036,31,user189@daum.net,1,0,1
1190,2020-05-18 18:27:54.837418710,West,66,610.6948867519804,49,user190@daum.net,3,0,0
1191,2020-05-19 11:59:38.389194598,South,29,1281.1271523943963,40,user191@gmail.com,2,1,0
1192,2020-05-20 05:31:21.940970486,East,64,222.63691412314324,16,user192@naver.com,2,1,1
1193,2020-05-20 23:03:05.492746374,West,60,1246.057636781439,1,user193@gmail.com,4,0,0
1194,2020-05-21 16:34:49.044522262,South,23,498.89063092994235,27,user194@gmail.com,4,0,1
1195,2020-05-22 10:06:32.596298150,East,30,164.4784810656691,13,user195@yahoo.com,5,0,0
1196,2020-05-23 03:38:16.148074038,South,53,1269.1518870682655,23,user196@yahoo.com,3,0,0
1197,2020-05-23 21:09:59.699849926,East,28,369.973237110226,39,user197@gmail.com,1,0,1
1198,2020-05-24 14:41:43.251625814,South,22,1595.991768585616,23,user198@daum.net,3,1,0
1199,2020-05-25 08:13:26.803401702,East,54,704.0138375336867,30,user199@naver.com,1,0,0
1200,2020-05-26 01:45:10.355177590,West,35,2211.1092890207215,9,user200@naver.com,1,0,0
1201,2020-05-26 19:16:53.906953478,East,54,1200.1883712425315,36,user201@daum.net,1,0,1
1202,2020-05-27 12:48:37.458729364,South,50,2347.761730765092,2,user202@naver.com,2,0,1
1203,2020-05-28 06:20:21.010505252,South,41,1066.368619000159,14,user203@daum.net,2,0,1
1204,2020-05-28 23:52:04.562281140,South,64,361.35229530727815,26,user204@yahoo.com,3,0,0
1205,2020-05-29 17:23:48.114057028,East,62,711.6363743361743,9,user205@naver.com,4,0,0
1206,2020-05-30 10:55:31.665832916,North,19,497.53382503594094,47,user206@daum.net,2,0,1
1207,2020-05-31 04:27:15.217608804,North,40,547.293675333318,36,user207@gmail.com,1,0,1
1208,2020-05-31 21:58:58.769384692,East,48,723.3152360746739,30,user208@daum.net,4,0,0
1209,2020-06-01 15:30:42.321160580,West,56,657.3693758192419,4,user209@gmail.com,4,1,0
1210,2020-06-02 09:02:25.872936468,West,50,2475.7114264936595,47,user210@daum.net,3,0,0
1211,2020-06-03 02:34:09.424712356,East,33,1800.419889346029,37,user211@daum.net,5,1,0
1212,2020-06-03 20:05:52.976488244,South,41,201.77708375463024,29,user212@gmail.com,2,0,1
1213,2020-06-04 13:37:36.528264132,East,36,289.8373644829168,21,user213@yahoo.com,4,0,0
1214,2020-06-05 07:09:20.080040020,South,56,1234.540718045588,38,user214@naver.com,5,1,0
1215,2020-06-06 00:41:03.631815908,West,64,1748.496869773346,34,user215@yahoo.com,3,0,0
1216,2020-06-06 18:12:47.183591796,West,53,557.0263575904733,1,user216@naver.com,3,0,0
1217,2020-06-07 11:44:30.735367684,West,36,275.7999822625124,1,user217@gmail.com,2,1,0
1218,2020-06-08 05:16:14.287143572,South,61,281.5706802708187,44,user218@naver.com,2,0,1
1219,2020-06-08 22:47:57.838919460,North,65,,13,user219@naver.com,5,0,1
1220,2020-06-09 16:19:41.390695348,North,36,679.9900745512081,32,user220@gmail.com,2,0,0
1221,2020-06-10 09:51:24.942471236,South,33,4228.783748331129,12,user221@naver.com,4,0,1
1222,2020-06-11 03:23:08.494247124,North,52,1669.0887562998003,32,user222@gmail.com,3,0,0
1223,2020-06-11 20:54:52.046023012,South,28,1159.3402922911537,6,user223@naver.com,1,0,0
1224,2020-06-12 14:26:35.597798900,North,48,1116.1161816718177,46,user224@gmail.com,1,0,0
1225,2020-06-13 07:58:19.149574788,West,67,223.42641985804198,35,user225@gmail.com,2,0,1
1226,2020-06-14 01:30:02.701350676,West,55,1421.3806117307956,40,user226@yahoo.com,2,0,0
1227,2020-06-14 19:01:46.253126564,West,69,866.7235690322087,36,user227@daum.net,5,0,0
1228,2020-06-15 12:33:29.804902452,East,49,647.8362802013114,48,user228@yahoo.com,3,1,0
1229,2020-06-16 06:05:13.356678340,North,37,536.3519145947154,45,user229@yahoo.com,1,1,0
1230,2020-06-16 23:36:56.908454228,North,66,936.9155429560694,27,user230@daum.net,5,0,0
1231,2020-06-17 17:08:40.460230116,South,53,3838.5280626057815,4,user231@gmail.com,4,0,0
1232,2020-06-18 10:40:24.012006004,West,61,873.8009885435952,6,user232@daum.net,5,1,0
1233,2020-06-19 04:12:07.563781892,West,40,2145.143287585738,14,user233@daum.net,4,0,0
1234,2020-06-19 21:43:51.115557780,North,24,249.14023354376272,13,user234@gmail.com,5,0,0
1235,2020-06-20 15:15:34.667333668,West,35,594.319831695403,26,user235@yahoo.com,3,0,0
1236,2020-06-21 08:47:18.219109556,South,61,434.59555316079724,21,user236@naver.com,2,1,1
1237,2020-06-22 02:19:01.770885444,West,65,115.56233626388416,1,user237@yahoo.com,5,1,1
1238,2020-06-22 19:50:45.322661330,North,36,1361.6468635894935,15,user238@naver.com,2,0,0
1239,2020-06-23 13:22:28.874437218,East,23,2910.2882458158833,40,user239@naver.com,3,0,1
1240,2020-06-24 06:54:12.426213106,South,53,2305.3490463349845,3,user240@daum.net,2,1,0
1241,2020-06-25 00:25:55.977988994,North,53,121.513009850533,42,user241@yahoo.com,4,0,1
1242,2020-06-25 17:57:39.529764882,West,49,3853.666515246381,17,user242@daum.net,3,0,0
1243,2020-06-26 11:29:23.081540770,West,41,1369.7068116277942,40,user243@gmail.com,5,0,0
1244,2020-06-27 05:01:06.633316658,West,63,1405.408413603816,4,user244@naver.com,5,0,0
1245,2020-06-27 22:32:50.185092546,South,21,1150.9341291260953,28,user245@yahoo.com,5,0,1
1246,2020-06-28 16:04:33.736868434,West,34,226.6567443854031,37,user246@naver.com,2,1,1
1247,2020-06-29 09:36:17.288644322,North,51,,10,user247@daum.net,3,0,1
1248,2020-06-30 03:08:00.840420210,South,66,224.4825151581606,38,user248@daum.net,1,1,1
1249,2020-06-30 20:39:44.392196098,West,41,1146.2273492822735,49,user249@gmail.com,3,0,0
1250,2020-07-01 14:11:27.943971986,North,22,475.3681877632551,19,user250@daum.net,4,1,0
1251,2020-07-02 07:43:11.495747874,East,27,477.7996966133061,34,user251@gmail.com,2,0,0
1252,2020-07-03 01:14:55.047523762,South,65,300.48343663535735,20,user252@yahoo.com,5,0,1
1253,2020-07-03 18:46:38.599299650,West,48,2009.3441265206786,18,user253@daum.net,1,1,1
1254,2020-07-04 12:18:22.151075538,South,64,912.2075772865622,26,user254@naver.com,2,0,1
1255,2020-07-05 05:50:05.702851426,South,64,807.6264616740282,37,user255@naver.com,1,0,0
1256,2020-07-05 23:21:49.254627314,North,53,841.9025525227564,42,user256@yahoo.com,4,1,0
1257,2020-07-06 16:53:32.806403202,North,57,502.46184186133075,46,user257@naver.com,5,1,1
1258,2020-07-07 10:25:16.358179090,East,35,118.12287315844453,29,user258@naver.com,5,0,0
1259,2020-07-08 03:56:59.909954978,South,54,227.2691111418667,41,user259@daum.net,4,1,1
1260,2020-07-08 21:28:43.461730866,North,30,1359.3607616753975,45,user260@daum.net,3,1,1
1261,2020-07-09 15:00:27.013506754,West,58,419.14088125008055,30,user261@naver.com,3,1,1
1262,2020-07-10 08:32:10.565282642,North,57,292.8483434733827,2,user262@yahoo.com,2,1,0
1263,2020-07-11 02:03:54.117058530,West,61,606.3964832763311,39,user263@naver.com,5,1,0
1264,2020-07-11 19:35:37.668834418,South,36,196.6983605531246,42,user264@yahoo.com,4,0,0
1265,2020-07-12 13:07:21.220610306,West,49,1427.3588638608235,46,user265@gmail.com,2,1,0
1266,2020-07-13 06:39:04.772386194,East,20,1745.4561305972836,1,user266@yahoo.com,1,1,0
1267,2020-07-14 00:10:48.324162082,North,27,1399.704096255373,45,user267@yahoo.com,5,1,0
1268,2020-07-14 17:42:31.875937970,West,56,534.1388266230548,22,user268@naver.com,4,1,0
1269,2020-07-15 11:14:15.427713858,East,50,318.95394256496166,15,user269@yahoo.com,5,0,0
1270,2020-07-16 04:45:58.979489746,West,25,420.9388891194661,49,user270@daum.net,1,0,1
1271,2020-07-16 22:17:42.531265634,East,66,1516.8941921134528,44,user271@naver.com,3,0,0
1272,2020-07-17 15:49:26.083041522,South,31,380.68260768084997,44,user272@naver.com,1,0,1
1273,2020-07-18 09:21:09.634817410,East,46,1128.5354080294535,49,user273@yahoo.com,1,0,1
1274,2020-07-19 02:52:53.186593298,East,34,997.118869860298,17,user274@yahoo.com,1,1,0
1275,2020-07-19 20:24:36.738369184,North,44,2345.3402066344283,49,user275@gmail.com,1,1,0
1276,2020-07-20 13:56:20.290145072,East,62,519.1583881659272,13,user276@yahoo.com,1,1,0
1277,2020-07-21 07:28:03.841920960,West,55,329.91006730087986,36,user277@yahoo.com,3,0,0
1278,2020-07-22 00:59:47.393696848,East,54,296.23509784161024,32,user278@gmail.com,5,1,0
1279,2020-07-22 18:31:30.945472736,West,31,2301.58080519924,25,user279@gmail.com,2,0,1
1280,2020-07-23 12:03:14.497248624,North,30,311.8893950971136,15,user280@daum.net,2,1,1
1281,2020-07-24 05:34:58.049024512,South,69,4016.758003795812,8,user281@daum.net,2,0,0
1282,2020-07-24 23:06:41.600800400,East,30,100.3099481465906,8,user282@naver.com,1,1,1
1283,2020-07-25 16:38:25.152576288,West,55,1064.0750940434168,22,user283@daum.net,3,1,0
